good	好的	/ɡʊd/
sorted	排序	/sɔːrtɪd/
endowment	捐赠	/ɪnˈdaʊmənt/
durability	耐久性	/ˌdʊrəˈbɪləti/
i'll	我会	/aɪl/
thrift	节俭	/θrɪft/
lag	滞后	/læɡ/
pentagon	五角大楼	/ˈpɛntəɡɒn/
computation	计算	/ˌkɑːmpjuˈteɪʃən/
africans	非洲人	/ˈæfrɪkənz/
sync	同步	/sɪŋk/
byzantine	拜占庭	/bɪˈzæntiːn/
highlands	高地	/ˈhaɪləndz/
linguistic	语言的	/lɪŋˈɡwɪstɪk/
indonesian	印尼的	/ˌɪndəˈniːʒən/
ellison	埃里森	/ˈɛlɪsən/
hp	惠普	/eɪtʃˈpiː/
bono	波诺	/ˈboʊnoʊ/
broker	经纪人	/ˈbroʊkər/
frameworks	框架	/ˈfreɪmwɜːrks/
louise	路易斯	/luːˈiːz/
madagascar	马达加斯加	/ˌmædəˈɡæskər/
mechanism	机制	/ˈmɛkənɪzəm/
perry	佩里	/ˈpɛri/
warehouse	仓库	/ˈwɛrˌhaʊs/
serial	连续剧	/ˈsɪriəl/
termed	称为	/tɜrmd/
animation	动画	/ˌænɪˈmeɪʃən/
one's	某人的	/wʌnz/
millennium	千年	/mɪˈlɛniəm/
communist	共产主义	/ˈkɑmjənɪst/
jeremy	杰里米	/ˈdʒɛrəmi/
surveillance	监视	/sərˈveɪləns/
distortion	失真	/dɪˈstɔːrʃən/
disks	磁盘	/dɪsks/
tribal	部落的	/ˈtraɪbəl/
dependencies	依赖	/dɪˈpɛndənsiz/
couldn't	不能	/ˈkʊdnt/
valley’s	山谷的	/ˈvæliːz/
wasn't	不是	/ˈwʌznt/
islam	伊斯兰教	/ˈɪslɑːm/
stephanie	斯蒂芬妮	/ˈstɛfəni/
substitution	替代	/ˌsʌbstɪˈtuːʃən/
scripts	脚本	/skrɪpts/
'	'	/ˈæpəl/
cape	披肩	/keɪp/
adobe	阿多比	/əˈdoʊbi/
clara	克拉拉	/ˈklɛərə/
packet	包	/ˈpækɪt/
merging	合并	/ˈmɜːrdʒɪŋ/
smartphones	智能手机	/ˈsmɑːrtfoʊnz/
domesticate	驯化	/ˈdɑːməsteɪt/
elizabeth’s	伊丽莎白的	/ɪˈlɪzəbəθs/
gabriel	加布里埃尔	/ˈɡeɪbriəl/
helen	海伦	/ˈhɛlən/
elvis	埃尔维斯	/ˈɛlvɪs/
energies	能源	/ˈɛnərdʒiz/
hoffman	霍夫曼	/ˈhɔːfmən/
muslim	穆斯林	/ˈmʊzlɪm/
parlor	客厅	/ˈpɑːrlər/
cue	提示	/kjuː/
aztec	阿兹特克	/ˈæztɛk/
developers	开发者	/dɪˈvɛləpərz/
teller	出纳员	/ˈtɛlər/
monitoring	监控	/ˈmɑːnɪtərɪŋ/
hens	母鸡	/hɛnz/
wang	王	/wæŋ/
you'll	你会	/juːl/
delegation	代表团	/ˌdɛləˈɡeɪʃən/
buffett	巴菲特	/ˈbʌfɪt/
densities	密度	/ˈdɛnsɪtiz/
you've	你已经	/juv/
onstage	在舞台上	/ˈɑːnstɪdʒ/
interdependence	相互依赖	/ˌɪntərdɪˈpɛndəns/
klein	克莱因	/klaɪn/
philippines	菲律宾	/ˈfɪləˌpinz/
coastal	沿海的	/ˈkoʊstəl/
holmes	霍姆斯	/hoʊmz/
realtime	实时	/ˈriːəlˌtaɪm/
smartphone	智能手机	/ˈsmɑːrtfoʊn/
aren't	不是	/ɑːrnt/
measles	麻疹	/ˈmizəlz/
newsweek	新闻周刊	/ˈnuzwik/
analytic	分析的	/ˌænəˈlɪtɪk/
protein	蛋白质	/ˈproʊtiːn/
sensors	传感器	/ˈsɛnsərz/
slid	滑动	/slaɪd/
spectacles	眼镜	/ˈspɛktəkəlz/
carbon	碳	/ˈkɑːrbən/
zhao	赵	/ʒaʊ/
interfaces	接口	/ˈɪntərfeɪsɪz/
kingdoms	王国	/ˈkɪŋdəmz/
metres	米	/ˈmiːtərz/
potion	药剂	/ˈpoʊʃən/
nostalgia	怀旧	/nɑːˈstældʒə/
overalls	工作服	/ˈoʊvərɔːlz/
sedentary	久坐的	/ˈsɛdənˌtɛri/
bellowed	吼叫	/ˈbɛloʊd/
calculator	计算器	/ˈkælkjəˌleɪtər/
globalization	全球化	/ˌɡloʊbələˈzeɪʃən/
duplicate	复制	/ˈduːplɪkət/
forecasting	预测	/fɔːrˈkæstɪŋ/
genetically	基因上	/dʒəˈnɛtɪkli/
habitats	栖息地	/ˈhæbɪtæts/
hub	中心	/hʌb/
singapore	新加坡	/ˈsɪŋəˌpɔːr/
mum	妈妈	/mʌm/
aka	又名	/ˌeɪˈkeɪ/
australia’s	澳大利亚的	/ɔːˈstreɪliəz/
adjustment	调整	/əˈdʒʌstmənt/
corrupted	损坏	/kəˈrʌptɪd/
they've	他们已经	/ðeɪv/
timeline	时间线	/ˈtaɪmˌlaɪn/
ethiopia	埃塞俄比亚	/ˌiːθiˈoʊpiə/
fluency	流利	/ˈfluːənsi/
geographically	地理上	/ˌdʒiːəˈɡræfɪkli/
man's	男人的	/mænz/
moody	喜怒无常的	/ˈmuːdi/
anthropology	人类学	/ˌænθrəˈpɑːlədʒi/
barn	谷仓	/bɑːrn/
coleman	科尔曼	/ˈkoʊlmən/
cube	立方体	/kjuːb/
deposit	存款	/dɪˈpɑːzɪt/
enchanted	迷住	/ɪnˈtʃæntɪd/
er	表示犹豫	/ər/
infer	推断	/ɪnˈfɜːr/
neanderthal	尼安德特人	/niˈændərˌtɑːl/
o’reilly	奥莱利	/oʊˈreɪli/
scaling	缩放	/ˈskeɪlɪŋ/
squad	小队	/skwɑːd/
biologists	生物学家	/baɪˈɑːlədʒɪsts/
cal	卡路里	/kæl/
android	安卓	/ˈændrɔɪd/
assessed	评估	/əˈsɛst/
cab	出租车	/kæb/
compression	压缩	/kəmˈprɛʃən/
continental	大陆的	/ˌkɑːntəˈnɛntəl/
panting	喘气	/ˈpæntɪŋ/
walt	沃尔特	/wɔːlt/
weeping	哭泣	/ˈwiːpɪŋ/
formulation	制定	/ˌfɔːrmjʊˈleɪʃən/
pupils	学生	/ˈpjuːpəlz/
reversals	逆转	/rɪˈvɜːrsəlz/
screams	尖叫声	/skriːmz/
soviets	苏联	/ˈsoʊviəts/
strode	大步走	/stroʊd/
riley	莱利	/ˈraɪli/
sewing	缝纫	/ˈsoʊɪŋ/
shotgun	猎枪	/ˈʃɑːtɡʌn/
clay	黏土	/kleɪ/
people's	人们的	/ˈpiːpəlz/
ecology	生态学	/ɪˈkɑːlədʒi/
father's	父亲的	/ˈfɑːðərz/
gil	吉尔	/ɡɪl/
inclination	倾向	/ˌɪnklɪˈneɪʃn/
adolescence	青春期	/ˌædəˈlesns/
cereal	谷物	/ˈsɪriəl/
vegetarian	素食主义者	/ˌvɛdʒəˈtɛriən/
we've	我们已经	/wiːv/
woody	木质的	/ˈwʊdi/
microchip	微芯片	/ˈmaɪkroʊˌtʃɪp/
peninsula	半岛	/pəˈnɪnsələ/
jose	何塞	/hoʊˈzeɪ/
legacies	遗产	/ˈlɛɡəsiz/
liberals	自由主义者	/ˈlɪbərəlz/
newer	更新的	/ˈnuːər/
activate	激活	/ˈæktɪveɪt/
alaska	阿拉斯加	/əˈlæskə/
causation	因果关系	/kɔːˈzeɪʃn/
civilian	平民	/sɪˈvɪliən/
cognition	认知	/kɑːɡˈnɪʃn/
convergence	收敛	/kənˈvɜːrdʒəns/
demo	演示	/ˈdɛmoʊ/
downstairs	楼下	/ˈdaʊnˈstɛrz/
genome	基因组	/ˈdʒiːnoʊm/
india’s	印度的	/ˈɪndiəz/
queues	队列	/kjuːz/
sequentially	按顺序	/sɪˈkwɛnʃəli/
you'd	你会	/jud/
unconditional	无条件的	/ˌʌnkənˈdɪʃənl/
verdict	裁决	/ˈvɜːrdɪkt/
divergence	分歧	/daɪˈvɜːrdʒəns/
dressing	调料	/ˈdrɛsɪŋ/
feb	二月	/fɛb/
fleets	舰队	/fliːts/
haven't	没有	/ˈhævənt/
hedonic	享乐主义的	/hɪˈdɑːnɪk/
heterogeneous	异质的	/ˌhɛtəroʊˈdʒiːniəs/
inconsistency	不一致	/ˌɪnkənˈsɪstənsi/
indus	印度河	/ˈɪndəs/
inhouse	内部	/ˈɪnhaʊs/
internally	内部地	/ɪnˈtɜːrnəli/
jimmy	吉米	/ˈdʒɪmi/
particulars	细节	/pərˈtɪkjələrz/
bakery	面包店	/ˈbeɪkəri/
technologically	技术上	/ˌtɛknəˈlɑːdʒɪkli/
scripting	脚本编写	/ˈskrɪptɪŋ/
shouldn't	不应该	/ˈʃʊdnt/
katharine	凯瑟琳	/ˈkæθərɪn/
malone	马龙	/məˈloʊn/
mercedes	梅赛德斯	/mərˈsɛdɪs/
elites	精英	/ɪˈlaɪts/
exterminated	消灭	/ɪkˈstɜːrmɪneɪtɪd/
generalpurpose	通用	/ˈdʒɛnərəlˈpɜːrpəs/
genus	属	/ˈdʒiːnəs/
herding	放牧	/ˈhɜːrdɪŋ/
allocation	分配	/ˌæləˈkeɪʃən/
arbitrarily	任意	/ˈɑːrbɪˌtrɛrəli/
cons	利弊	/kɑːnz/
dances	舞蹈	/ˈdænsɪz/
accessing	访问	/əkˈsɛsɪŋ/
antiquity	古代	/ænˈtɪkwəti/
cia	中央情报局	/siːaɪˈeɪ/
computations	计算	/ˌkɑːmpjuˈteɪʃənz/
cores	核心	/kɔːrz/
jared	贾里德	/ˈdʒɛrɪd/
reliant	依赖	/rɪˈlaɪənt/
tolerable	可容忍的	/ˈtɒlərəbəl/
drivers	驱动程序	/ˈdraɪvərz/
enlightenment	启蒙	/ɪnˈlaɪtnmənt/
font	字体	/fɒnt/
fourfold	四倍	/ˈfɔːrˌfoʊld/
funded	资助	/ˈfʌndɪd/
greenberg	格林伯格	/ˈɡriːnbɜːrɡ/
expeditions	远征	/ˌɛkspəˈdɪʃənz/
fiber	纤维	/ˈfaɪbər/
geographer	地理学家	/dʒiˈɑːɡrəfər/
he'd	他会	/hiːd/
iconic	标志性的	/aɪˈkɑːnɪk/
ideological	意识形态	/ˌaɪdiəˈlɑːdʒɪkəl/
kissinger	基辛格	/ˈkɪsɪndʒər/
median	中位数	/ˈmidiən/
neighbouring	邻近	/ˈneɪbərɪŋ/
parish	教区	/ˈpærɪʃ/
patents	专利	/ˈpætənts/
pavement	人行道	/ˈpeɪvmənt/
populous	人口众多的	/ˈpɑːpjələs/
uss	美国海军	/juːˈɛsˈɛs/
auditorium	礼堂	/ˌɔːdɪˈtɔːriəm/
capturing	捕获	/ˈkæptʃərɪŋ/
commencement	开始	/kəˈmɛnsmənt/
corps	军团	/kɔːrz/
cubicle	小隔间	/ˈkjuːbɪkəl/
schmidt	施密特	/ʃmɪt/
sellers	卖家	/ˈsɛlərz/
semantic	语义	/sɪˈmæntɪk/
soared	猛增	/sɔːrd/
superhuman	超人	/ˈsupərˈhjumən/
rainfall	降雨	/ˈreɪnfɔːl/
rosen	玫瑰	/ˈroʊzən/
sahara	撒哈拉	/səˈhɑːrə/
seasonal	季节性的	/ˈsiːznəl/
southward	向南的	/ˈsaʊθwərd/
subcontinent	次大陆	/ˈsʌbkɑːntɪnənt/
thames	泰晤士河	/teɪmz/
wow	哇	/waʊ/
youtube	油管	/ˈjuːtuːb/
downtime	停机时间	/ˈdaʊntaɪm/
duel	决斗	/ˈduːəl/
eddy	涡流	/ˈɛdi/
guru	古鲁	/ˈɡʊruː/
hive	蜂巢	/haɪv/
hoof	蹄	/hʊf/
incidence	发生率	/ˈɪnsɪdəns/
kinship	亲属关系	/ˈkɪnʃɪp/
lethal	致命的	/ˈliːθəl/
mckinsey	麦肯锡	/məˈkɪnzi/
mercury	水银	/ˈmɜːrki/
missionaries	传教士	/ˈmɪʃəˌnɛriz/
plantations	种植园	/plænˈteɪʃənz/
powerfully	有力地	/ˈpaʊərfəli/
aesthetic	美学	/ɛsˈθɛtɪk/
blueprint	蓝图	/ˈbluːˌprɪnt/
broom	扫帚	/brum/
dec	十二月	/dɛk/
defendant	被告	/dɪˈfɛndənt/
approximate	大约	/əˈprɑːksəmət/
betty	贝蒂	/ˈbɛti/
bottleneck	瓶颈	/ˈbɑːtlˌnɛk/
bunk	铺位	/bʌŋk/
dallas	达拉斯	/ˈdæləs/
disagreeable	讨厌的	/ˌdɪsəˈɡriːəbəl/
frowning	皱眉	/ˈfraʊnɪŋ/
gliding	滑翔	/ˈɡlaɪdɪŋ/
goldberg	戈德堡	/ˈɡoʊldbɜːrɡ/
hugged	拥抱	/hʌɡd/
presentday	当今	/ˈprɛzəntdeɪ/
randomly	随机地	/ˈrændəmli/
ration	配给	/ˈræʃən/
resurrection	复活	/ˌrɛzəˈrɛkʃən/
sharpen	磨尖	/ˈʃɑːrpən/
strawberries	草莓	/ˈstrɔːbəriz/
subsistence	生存	/səbˈsɪstəns/
westerners	西方人	/ˈwɛstərnərz/
workload	工作量	/ˈwɜːrkləʊd/
interminable	无休止的	/ɪnˈtɜːrmɪnəbəl/
keynote	主题	/ˈkiːnoʊt/
naming	命名	/ˈneɪmɪŋ/
neighbour	邻居	/ˈneɪbər/
overlap	重叠	/ˌoʊvərˈlæp/
par	段落	/pɑːr/
potters	陶工	/ˈpɑːtərz/
ipo	首次公开募股	/ˌaɪpiːˈoʊ/
lunatic	疯子	/ˈluːnətɪk/
monks	僧侣	/mʌŋks/
mustache	胡子	/ˈmʌstæʃ/
nationalism	民族主义	/ˈnæʃənəlɪzəm/
nun	修女	/nʌn/
restarted	重新启动	/ˌriːˈstɑːrtɪd/
satellite	卫星	/ˈsætəlaɪt/
selfworth	自我价值	/sɛlfˈwɜrθ/
seminar	研讨会	/ˈsɛmɪnɑːr/
almonds	杏仁	/ˈɑːməndz/
arabia	阿拉伯	/əˈreɪbiə/
babylonian	巴比伦	/bæbəˈloʊniən/
captivity	囚禁	/kæpˈtɪvəti/
cloaks	斗篷	/kləʊks/
conway	康威	/ˈkɑːnweɪ/
counties	县	/ˈkaʊntiz/
delegate	代表	/ˈdɛlɪɡət/
deleting	删除	/dɪˈliːtɪŋ/
demons	恶魔	/ˈdimənz/
eyelids	眼皮	/ˈaɪlɪdz/
fabricating	捏造	/ˈfæbrɪkeɪtɪŋ/
featuring	以...为特色	/ˈfiːtʃərɪŋ/
feebly	微弱地	/ˈfiːbli/
fictitious	虚构的	/fɪkˈtɪʃəs/
footnotes	脚注	/ˈfʊtˌnoʊts/
fuck	操	/fʌk/
graveyard	墓地	/ˈɡreɪvjɑːrd/
growled	咆哮	/ɡraʊld/
homestead	农场	/ˈhoʊmstɛd/
illusory	虚幻的	/ɪˈluːsəri/
incipient	初期的	/ɪnˈsɪpiənt/
insider	内部人员	/ˈɪnˌsaɪdər/
unsuitable	不适合的	/ʌnˈsutəbəl/
upgrades	升级	/ˈʌpˌɡreɪdz/
womb	子宫	/wuːm/
valentine	情人	/ˈvæləntaɪn/
vocation	职业	/voʊˈkeɪʃən/
worldclass	世界级	/ˈwɜrldˌklæs/
wretched	可怜的	/ˈrɛtʃɪd/
xviii	十八	/ˌɛksˈviːˈaɪˈaɪ/
bankers	银行家	/ˈbæŋkərz/
biologically	生物学上	/ˌbaɪoʊˈlɑːdʒɪkəli/
blasted	炸毁	/ˈblæstɪd/
brussels	布鲁塞尔	/ˈbrʌsəlz/
bumped	碰撞	/bʌmpt/
carnival	狂欢节	/ˈkɑːrnɪvəl/
clone	克隆	/kləʊn/
cupboard	橱柜	/ˈkʌbərd/
dairy	乳制品	/ˈdeəri/
dale	山谷	/deɪl/
lefthand	左手	/ˈlɛfthænd/
lin	林	/lɪn/
luminous	发光的	/ˈluːmɪnəs/
mystical	神秘的	/ˈmɪstɪkl/
northwestern	西北的	/ˌnɔːrθˈwɛstərn/
oceanic	海洋的	/ˌoʊʃiˈænɪk/
offshore	近海的	/ˌɔːfˈʃɔːr/
os	操作系统	/oʊˈɛs/
people’	人们的	/ˈpipəlz/
pulses	脉冲	/ˈpʌlsɪz/
ragged	破烂的	/ˈræɡɪd/
ranges	范围	/ˈreɪndʒɪz/
reporters	记者	/rɪˈpɔːrtərz/
routed	路由	/raʊtɪd/
seneca	塞内卡	/sɪˈniːkə/
sixteenth	第十六	/sɪkˈstiːnθ/
sixties	六十年代	/ˈsɪkstiz/
slumped	下降	/slʌmpt/
smithsonian	史密森尼	/smɪθˈsoʊniən/
solemnity	庄严	/səˈlɛmnəti/
statistically	统计上	/ˌstætɪˈstɪkli/
stooped	弯腰	/stuːpt/
trajectories	轨迹	/trəˈdʒɛktəriz/
transactional	事务性	/trænˈzækʃənəl/
transient	短暂的	/ˈtrænʃənt/
engineered	工程	/ˌɛndʒɪˈnɪrd/
exertion	努力	/ɪɡˈzɜːrʃən/
flour	面粉	/ˈflaʊər/
fonts	字体	/fɑːnts/
ghostly	幽灵般的	/ˈɡoʊstli/
gorbachev	戈尔巴乔夫	/ɡɔrˈbɑːtʃɛv/
inferred	推断	/ɪnˈfɜːrd/
diets	饮食	/daɪəts/
donation	捐赠	/doʊˈneɪʃən/
dragon’s	龙的	/ˈdræɡənz/
dreaded	可怕的	/ˈdrɛdɪd/
electron	电子	/ɪˈlɛktrɑːn/
engagements	约会	/ɪnˈɡeɪdʒmənts/
flannery	弗拉纳利	/ˈflænəri/
hadn't	没有	/ˈhædnt/
infants	婴儿	/ˈɪnfənts/
interactive	互动的	/ˌɪntərˈæktɪv/
invading	入侵	/ɪnˈveɪdɪŋ/
kidney	肾脏	/ˈkɪdni/
man’	男人的	/mænz/
nodding	点头	/ˈnɑːdɪŋ/
pandemic	大流行	/pænˈdɛmɪk/
unrelated	无关的	/ˌʌnrɪˈleɪtɪd/
visualization	可视化	/ˌvɪʒuələˈzeɪʃən/
yen	日元	/jɛn/
yogi	瑜伽	/ˈjoʊɡi/
advisers	顾问	/ədˈvaɪzərz/
avery	艾弗里	/ˈeɪvəri/
barrett	巴雷特	/ˈbærɪt/
boast	夸耀	/boʊst/
bon	好	/bɑːn/
chen	陈	/tʃɛn/
coasts	海岸	/koʊsts/
cocks	公鸡	/kɑːks/
compliments	赞美	/ˈkɑːmplɪmənts/
covid	新冠	/ˈkoʊvɪd/
dave	戴夫	/deɪv/
deluge	洪水	/ˈdɛljuːdʒ/
rations	定量	/ˈræʃənz/
reassuring	令人放心	/ˌriːəˈʃʊrɪŋ/
recollection	回忆	/ˌrɛkəˈlɛkʃən/
redundancy	冗余	/rɪˈdʌndənsi/
redundant	多余的	/rɪˈdʌndənt/
scheduling	调度	/ˈskɛdʒuːlɪŋ/
sensor	传感器	/ˈsɛnsər/
shortages	短缺	/ˈʃɔːrtɪdʒɪz/
sleeve	袖子	/sliːv/
snatched	抢走	/snætʃt/
sounding	声音	/ˈsaʊndɪŋ/
spear	矛	/spɪr/
spreadsheet	电子表格	/ˈsprɛdʃiːt/
stan	斯坦	/stæn/
striding	大步走	/ˈstraɪdɪŋ/
submarine	潜水艇	/ˌsʌbməˈriːn/
supernatural	超自然	/ˌsupərˈnætʃərəl/
teddy	泰迪	/ˈtɛdi/
termites	白蚁	/ˈtɜːrmaɪts/
thirtytwo	三十二	/ˈθɜːrtiːtuː/
probabilistic	概率	/ˌprɑːbəbəˈlɪstɪk/
rotting	腐烂	/ˈrɑːtɪŋ/
rutherford	卢瑟福	/ˈrʌðərfərd/
selfless	无私	/ˈsɛlfləs/
shack	小屋	/ʃæk/
shipped	运送	/ʃɪpt/
shivering	发抖	/ˈʃɪvərɪŋ/
slots	插槽	/slɑːts/
sobbed	哭泣	/sɑːbd/
stems	茎	/stɛmz/
sunken	下沉	/ˈsʌŋkən/
theorists	理论家	/ˈθiːərɪsts/
越南#行为#坎贝尔#历史#参与者#国王#维度#啤酒#尖叫#直接#保证#本杰明#实验室#麻省理工学院#估计#多样#规范#笼子#检测#演示#自传#团结#隐私#秘书#存储#中级#间隔#采纳#香蕉#征收#喇叭#定时#连贯#密集#父母的#复杂#陈旧#老鼠#代理商#在...中#腐败#冷漠#无所谓#丰富#胜利#依赖#发现#爱因斯坦#旅行#自愿
doesn't	不	/ˈdʌzənt/
he's	他是	/hiːz/
can't	不能	/kænt/
that's	那是	/ðæts/
didn't	没有	/ˈdɪdnt/
there's	有	/ðɛrz/
they're	他们是	/ðɛrz/
'i	我	/aɪ/
won't	不会	/woʊnt/
i've	我已经	/aɪv/
isn't	不是	/ˈɪznt/
wouldn't	不会	/ˈwʊdnt/
i'll	我会	/aɪl/
one's	一个人的	/wʌnz/
couldn't	不能	/ˈkʊdnt/
wasn't	不是	/ˈwɑznt/
'	'	/ˈ/
you'll	你会	/juːl/
you've	你有	/juːv/
aren't	不是	/ˈɑrnt/
they've	他们有	/ðɛv/
man's	男人的	/mænz/
people's	人们的	/ˈpipəlz/
father's	父亲的	/ˈfɑðərz/
we've	我们有	/wiːv/
you'd	你会	/juːd/
haven't	没有	/ˈhævnt/
shouldn't	不应该	/ˈʃʊdnt/
he'd	他会	/hiːd/
hadn't	没有	/ˈhædnt/
they'll	他们会	/ðɛl/
twentyfirst	第二十一	/ˈtwɛntiˌfɜrst/
ukraine	乌克兰	/juˈkreɪn/
validation	验证	/ˌvæləˈdeɪʃən/
volcanoes	火山	/vɑlˈkeɪnoʊz/
dominoes	多米诺骨牌	/ˈdɑmɪˌnoʊz/
download	下载	/ˈdaʊnˌloʊd/
earth’s	地球的	/ɜrθs/
empathize	同情	/ˈɛmpəˌθaɪz/
enslaved	奴役	/ɪnˈsleɪvd/
extermination	灭绝	/ɪkˌstɜrməˈneɪʃən/
fancied	想象	/ˈfænsid/
gown	长袍	/ɡaʊn/
inexpensive	廉价	/ˌɪnɪkˈspɛnsɪv/
infection	感染	/ɪnˈfɛkʃən/
inn	小旅馆	/ɪn/
lace	花边	/leɪs/
landmass	陆地	/ˈlændˌmæs/
linkedin	领英	/ˌlɪŋktˈɪn/
loosely	松散地	/ˈlusli/
maritime	海事的	/ˈmærɪtaɪm/
muhammad	穆罕默德	/muːˈhæməd/
nationalist	民族主义者	/ˈnæʃənəlɪst/
natives	本地人	/ˈneɪtɪvz/
networked	网络化的	/ˈnɛtwɜːrkt/
newest	最新的	/ˈnuːɪst/
nj	新泽西州	/ˌɛnˈdʒeɪ/
adolescent	青少年	/ˌædəˈlɛsnt/
andrea	安德里亚	/ænˈdriə/
anomalies	异常	/əˈnɒməliz/
armchair	扶手椅	/ˈɑːrtʃɛər/
astronauts	宇航员	/ˈæstrənɔːts/
banners	横幅	/ˈbænərz/
canals	运河	/ˈkænəlz/
charcoal	木炭	/ˈtʃɑːrˌkoʊl/
complicity	共谋	/kəmˈplɪsəti/
continent’s	大陆的	/ˈkɒntɪnənts/
davos	达沃斯	/ˈdɑːvoʊs/
deploy	部署	/dɪˈplɔɪ/
adjectives	形容词	/ˈædʒɪktɪvz/
antoinette	安托瓦内特	/æntwəˈnɛt/
argentina	阿根廷	/ˌɑːrdʒənˈtiːnə/
asteroid	小行星	/ˈæstərɔɪd/
balding	秃头的	/ˈbɔːldɪŋ/
banknotes	纸币	/ˈbæŋknoʊts/
bbc	英国广播公司	/ˌbiːbiːˈsiː/
blackness	黑暗	/ˈblækˌnəs/
bouncing	弹跳	/ˈbaʊnsɪŋ/
brazil	巴西	/brəˈzɪl/
brock	布洛克	/brɑːk/
california’s	加利福尼亚州的	/ˌkælɪˈfɔːrniəz/
clones	克隆	/kləʊnz/
cnn	美国有线电视新闻网	/ˌsiːɛnˈɛn/
dearly	深深地	/ˈdɪrli/
dent	凹痕	/dɛnt/
detects	检测	/dɪˈtɛkts/
developmental	发展的	/dɪˌvɛləpˈmɛntəl/
deviation	偏差	/ˌdiːviˈeɪʃn/
dome	圆顶	/doʊm/
dubious	可疑的	/ˈduːbiəs/
energized	充满活力的	/ˈɛnərˌdʒaɪzd/
fang	尖牙	/fæŋ/
fauna	动物群	/ˈfɔːnə/
fellows	伙伴	/ˈfɛloʊz/
florence	佛罗伦萨	/ˈflɔːrəns/
flux	流动	/flʌks/
geese	鹅	/ɡis/
geneticists	遗传学家	/dʒəˈnɛtɪsɪsts/
giraffes	长颈鹿	/dʒəˈræfs/
girl's	女孩的	/ɡɜrlz/
graduated	毕业	/ˈɡrædʒuˌeɪtɪd/
heartily	衷心地	/ˈhɑːrtɪli/
historically	历史上	/hɪˈstɔːrɪkli/
inquire	询问	/ɪnˈkwaɪər/
proves	证明	/pruːvz/
rated	评级	/reɪtɪd/
region’s	地区的	/ˈriːdʒənz/
relented	松懈	/rɪˈlɛntɪd/
resides	居住	/rɪˈzaɪdz/
restoration	恢复	/ˌrɛstəˈreɪʃən/
savvy	精明	/ˈsævi/
shadowy	阴暗的	/ˈʃædoʊi/
shaved	剃	/ʃeɪvd/
studios	工作室	/ˈstjuːdioʊz/
thou	你	/ðaʊ/
tumbling	翻滚	/ˈtʌmblɪŋ/
utilization	利用	/juːtɪlaɪˈzeɪʃən/
villagers	村民	/ˈvɪlɪdʒərz/
viruses	病毒	/ˈvaɪrəsɪz/
weaponry	武器	/ˈwɛpənri/
intercontinental	洲际	/ˌɪntərkənˈtɪnəntəl/
labyrinth	迷宫	/ˈlæbərɪnθ/
lev	征收	/lɛv/
ma’am	夫人	/mæm/
mandate	命令	/ˈmændeɪt/
manifesto	宣言	/ˌmænɪˈfɛstoʊ/
meek	温顺	/miːk/
nancy	南希	/ˈnænsi/
optics	光学	/ˈɑːptɪks/
orwell	奥威尔	/ˈɔːrwɛl/
paranoid	偏执狂	/ˈpærənɔɪd/
lavatory	厕所	/ˈlævəˌtɔːri/
ledger	分类账	/ˈlɛdʒər/
longed	渴望	/lɔːŋd/
loselose	两败俱伤	/ˌluːzˈluːz/
massively	大规模地	/ˈmæsɪvli/
milliseconds	毫秒	/ˈmɪlɪˌsɛkənds/
molly	莫莉	/ˈmɑːli/
mother's	母亲的	/ˈmʌðərz/
multiplication	乘法	/ˌmʌltɪplɪˈkeɪʃən/
occupying	占领	/ˈɑːkjəˌpaɪɪŋ/
omnipotent	全能	/ɑmˈnɪpətənt/
pam	帕姆	/pæm/
patrols	巡逻	/pəˈtroʊlz/
pernicious	有害	/pərˈnɪʃəs/
pirates	海盗	/ˈpaɪrəts/
portugal	葡萄牙	/ˈpɔrtʃəɡəl/
portuguese	葡萄牙语	/ˌpɔrtʃəˈɡiːz/
postwar	战后	/ˈpoʊstˌwɔːr/
powder	粉末	/ˈpaʊdər/
precaution	预防	/prɪˈkɔːʃn/
pregnancy	怀孕	/ˈpreɡnənsi/
printer	打印机	/ˈprɪntər/
programmers	程序员	/ˈproʊɡræmərz/
projections	投影	/prəˈdʒekʃənz/
proliferation	扩散	/prəˌlɪfəˈreɪʃn/
reconstructed	重建	/ˌriːkənˈstrʌktɪd/
recurrent	经常发生的	/rɪˈkɜːrənt/
rejects	拒绝	/rɪˈdʒɛkts/
ribbons	丝带	/ˈrɪbənz/
rubbing	擦	/ˈrʌbɪŋ/
sanity	理智	/ˈsænəti/
scaled	按比例缩放	/skeɪld/
schneider	施耐德	/ˈʃnaɪdər/
seamlessly	无缝地	/ˈsiːmləsli/
searches	搜索	/ˈsɜːrtʃɪz/
sergey	谢尔盖	/ˈsɜːrɡeɪ/
shabby	破旧的	/ˈʃæbi/
signaled	发出信号	/ˈsɪɡnəld/
skeletal	骨骼的	/ˈskɛlɪtl/
slamming	猛烈撞击	/ˈslæmɪŋ/
staples	订书钉	/ˈsteɪplz/
stimuli	刺激	/ˈstɪmjəlaɪ/
stratified	分层的	/ˈstrætɪfaɪd/
summarize	总结	/ˈsʌməraɪz/
sushi	寿司	/ˈsuːʃi/
thighs	大腿	/θaɪz/
trader	交易员	/ˈtreɪdər/
addisonwesley	阿迪生韦斯利	/ˈædɪsənˈwɛzli/
alain	阿兰	/əˈleɪn/
